epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,33974.2,0.26363,0.17227,0.81362,0.99553,0.99733,0.9948,0.95863,0.31406,0.16606,0.82453,0.000406,0.000406,0.000406
182,34176.3,0.2594,0.16757,0.81476,0.99532,0.9981,0.99498,0.95781,0.32324,0.16625,0.82607,0.0004027,0.0004027,0.0004027
183,34356.2,0.26671,0.17253,0.80987,0.99745,0.99767,0.9949,0.95681,0.31545,0.16527,0.82238,0.0003994,0.0003994,0.0003994
184,34539.3,0.25377,0.1673,0.80613,0.99565,0.99544,0.99475,0.95684,0.32282,0.16984,0.82302,0.0003961,0.0003961,0.0003961
185,34721.4,0.26691,0.17218,0.80779,0.99226,0.99813,0.99482,0.95583,0.31879,0.16716,0.82165,0.0003928,0.0003928,0.0003928
186,34895.7,0.26034,0.16942,0.80788,0.99382,0.99731,0.99493,0.95646,0.31701,0.16482,0.82163,0.0003895,0.0003895,0.0003895
187,35080.1,0.25994,0.16808,0.81377,0.99481,0.99907,0.99497,0.95974,0.3111,0.16076,0.82043,0.0003862,0.0003862,0.0003862
188,35280.5,0.25497,0.16385,0.81383,0.99607,0.99749,0.99497,0.95812,0.31514,0.16298,0.82272,0.0003829,0.0003829,0.0003829
189,35449.7,0.25989,0.16768,0.80987,0.99645,0.99704,0.99497,0.96073,0.30734,0.15934,0.81935,0.0003796,0.0003796,0.0003796
190,35620.8,0.2625,0.17256,0.81339,0.99415,0.99778,0.99495,0.96016,0.30394,0.16188,0.81869,0.0003763,0.0003763,0.0003763
191,35786.8,0.26896,0.17385,0.81329,0.9955,0.99753,0.99499,0.96102,0.30753,0.16165,0.81839,0.000373,0.000373,0.000373
192,35947.8,0.26178,0.16874,0.81389,0.9942,0.99696,0.99498,0.96031,0.30337,0.16311,0.81699,0.0003697,0.0003697,0.0003697
193,36148.7,0.25427,0.16306,0.80754,0.99461,0.99813,0.99498,0.96344,0.29233,0.15759,0.81627,0.0003664,0.0003664,0.0003664
194,36330.2,0.25301,0.16729,0.81044,0.99832,0.99651,0.995,0.96124,0.31617,0.16255,0.82062,0.0003631,0.0003631,0.0003631
195,36508.2,0.25573,0.16636,0.80957,0.997,0.99696,0.995,0.96087,0.3101,0.1613,0.82077,0.0003598,0.0003598,0.0003598
196,36682,0.24676,0.1632,0.80978,0.99743,0.99722,0.995,0.96397,0.30193,0.15885,0.81805,0.0003565,0.0003565,0.0003565
197,36863.5,0.24699,0.16261,0.80403,0.99827,0.99695,0.99499,0.96421,0.29973,0.15577,0.81635,0.0003532,0.0003532,0.0003532
198,37051,0.23908,0.15841,0.8076,0.9981,0.99773,0.99499,0.96315,0.30717,0.15649,0.81825,0.0003499,0.0003499,0.0003499
199,37240.7,0.25213,0.16343,0.80713,0.99848,0.99767,0.995,0.96162,0.30089,0.15553,0.81692,0.0003466,0.0003466,0.0003466
200,37426.7,0.24566,0.16174,0.79947,0.99759,0.99837,0.995,0.96416,0.29754,0.15494,0.81528,0.0003433,0.0003433,0.0003433
201,37590.5,0.25093,0.16029,0.80388,0.99803,0.9986,0.995,0.96699,0.29231,0.15246,0.81404,0.00034,0.00034,0.00034
202,37762,0.25115,0.16342,0.8049,0.99928,0.9986,0.995,0.96415,0.2955,0.157,0.81375,0.0003367,0.0003367,0.0003367
203,37947.1,0.24261,0.15968,0.80374,0.99905,0.9986,0.995,0.96568,0.28586,0.15255,0.81336,0.0003334,0.0003334,0.0003334
204,38123.7,0.23235,0.15561,0.80387,0.99759,0.99813,0.995,0.96471,0.29768,0.15457,0.81575,0.0003301,0.0003301,0.0003301
205,38306.7,0.24396,0.16077,0.80505,0.99756,0.99813,0.995,0.96518,0.28729,0.15507,0.81222,0.0003268,0.0003268,0.0003268
206,38474,0.23931,0.15974,0.80007,0.99848,0.99763,0.995,0.96445,0.28531,0.15203,0.81244,0.0003235,0.0003235,0.0003235
207,38702.6,0.24064,0.15892,0.80505,0.99928,0.99627,0.995,0.96601,0.28141,0.1504,0.81108,0.0003202,0.0003202,0.0003202
208,38880.3,0.23924,0.1591,0.80322,0.9994,0.99622,0.995,0.96486,0.29559,0.15427,0.81453,0.0003169,0.0003169,0.0003169
209,39080.3,0.24231,0.15756,0.80941,0.99854,0.99813,0.995,0.96665,0.28768,0.15097,0.8109,0.0003136,0.0003136,0.0003136
210,39290.8,0.24475,0.15881,0.80527,0.99788,0.99813,0.995,0.96636,0.29049,0.153,0.81309,0.0003103,0.0003103,0.0003103
211,39508,0.24918,0.16137,0.81013,0.99798,0.99907,0.995,0.9633,0.28994,0.15136,0.81254,0.000307,0.000307,0.000307
212,39747.6,0.23712,0.15717,0.80189,0.99805,0.9985,0.995,0.96448,0.29129,0.15344,0.81295,0.0003037,0.0003037,0.0003037
213,40002.6,0.22929,0.15276,0.79947,0.99621,0.99907,0.995,0.96612,0.28877,0.15396,0.81266,0.0003004,0.0003004,0.0003004
214,40303.6,0.23378,0.1532,0.80677,0.99904,0.99907,0.995,0.9703,0.27271,0.14714,0.80788,0.0002971,0.0002971,0.0002971
215,40557.5,0.23705,0.15702,0.80596,0.99812,0.99869,0.995,0.96602,0.27939,0.14984,0.80893,0.0002938,0.0002938,0.0002938
216,40815,0.22655,0.14906,0.79868,0.99766,0.99945,0.995,0.96338,0.28089,0.14952,0.8101,0.0002905,0.0002905,0.0002905
217,41101.3,0.2287,0.153,0.8083,0.99694,0.9986,0.995,0.96558,0.2813,0.15085,0.81183,0.0002872,0.0002872,0.0002872
218,41363.7,0.23892,0.15711,0.80913,0.99835,0.99813,0.99499,0.96558,0.28834,0.15241,0.81388,0.0002839,0.0002839,0.0002839
219,41639.8,0.22324,0.1513,0.79784,0.99886,0.99953,0.995,0.96745,0.28474,0.148,0.81127,0.0002806,0.0002806,0.0002806
220,41872.3,0.22663,0.15292,0.81092,0.99878,0.99905,0.995,0.97037,0.27574,0.14499,0.80811,0.0002773,0.0002773,0.0002773
221,42119.1,0.23547,0.15607,0.8055,0.99956,0.99838,0.995,0.9722,0.26446,0.14274,0.80371,0.000274,0.000274,0.000274
222,42409.1,0.2337,0.15427,0.80762,0.99952,0.99922,0.995,0.97069,0.26586,0.14345,0.80536,0.0002707,0.0002707,0.0002707
223,42618,0.22358,0.14939,0.80581,0.99963,0.99839,0.995,0.9689,0.27051,0.14471,0.80666,0.0002674,0.0002674,0.0002674
224,42831.2,0.22403,0.14789,0.79823,0.99792,0.99907,0.995,0.97064,0.26908,0.14573,0.80593,0.0002641,0.0002641,0.0002641
225,43045.3,0.22235,0.14746,0.80283,0.99897,0.99755,0.995,0.971,0.27102,0.14546,0.80577,0.0002608,0.0002608,0.0002608
226,43276.2,0.22656,0.15074,0.80275,0.99752,0.99767,0.99498,0.97165,0.26287,0.14525,0.8031,0.0002575,0.0002575,0.0002575
227,43482.1,0.22303,0.14744,0.80392,0.99689,0.99907,0.99498,0.97071,0.26744,0.14479,0.80492,0.0002542,0.0002542,0.0002542
228,43688.3,0.21677,0.14579,0.79886,0.99719,0.999,0.995,0.97131,0.26661,0.14409,0.80513,0.0002509,0.0002509,0.0002509
229,43894.7,0.21952,0.14634,0.80382,0.99916,0.99907,0.995,0.97179,0.2657,0.13996,0.80439,0.0002476,0.0002476,0.0002476
230,44127,0.22001,0.1466,0.8003,0.99959,0.99931,0.995,0.97289,0.2629,0.13953,0.80316,0.0002443,0.0002443,0.0002443
231,44320.3,0.22835,0.15177,0.7996,0.99946,0.99936,0.995,0.97345,0.25654,0.13924,0.80164,0.000241,0.000241,0.000241
232,44541.4,0.21918,0.14646,0.79947,0.99872,0.99912,0.995,0.97296,0.26315,0.14346,0.80237,0.0002377,0.0002377,0.0002377
233,44726.7,0.21714,0.14657,0.80039,0.99855,0.99777,0.995,0.97135,0.2629,0.14365,0.80246,0.0002344,0.0002344,0.0002344
234,44890.3,0.21934,0.14574,0.79861,0.99862,0.99786,0.995,0.96992,0.26524,0.14115,0.80351,0.0002311,0.0002311,0.0002311
235,45092.2,0.21958,0.14745,0.80197,0.99893,0.99767,0.995,0.96962,0.26537,0.1405,0.80417,0.0002278,0.0002278,0.0002278
236,45278.9,0.21917,0.14424,0.80102,0.99895,0.99953,0.995,0.9738,0.25106,0.13787,0.79968,0.0002245,0.0002245,0.0002245
237,45458.1,0.2129,0.14704,0.80367,0.99918,0.99935,0.995,0.97687,0.24676,0.13526,0.79823,0.0002212,0.0002212,0.0002212
238,45641.5,0.2054,0.1425,0.79645,0.99973,0.99907,0.995,0.9747,0.24674,0.13464,0.79827,0.0002179,0.0002179,0.0002179
239,45817.9,0.20811,0.14143,0.79105,0.99971,0.99907,0.995,0.97454,0.2533,0.13559,0.79982,0.0002146,0.0002146,0.0002146
240,46009,0.20512,0.13911,0.799,0.99958,0.99935,0.995,0.97435,0.25316,0.13676,0.79987,0.0002113,0.0002113,0.0002113
241,46181.4,0.20767,0.14155,0.79938,0.99934,0.99953,0.995,0.97483,0.24888,0.1354,0.79817,0.000208,0.000208,0.000208
242,46345,0.21458,0.14319,0.798,0.99873,0.99839,0.995,0.97495,0.25004,0.136,0.79895,0.0002047,0.0002047,0.0002047
243,46557.7,0.21106,0.14294,0.79763,0.99873,0.9986,0.995,0.97537,0.2462,0.13359,0.79814,0.0002014,0.0002014,0.0002014
244,46778.1,0.20869,0.13944,0.79992,0.99873,0.99767,0.995,0.97354,0.2498,0.13478,0.79887,0.0001981,0.0001981,0.0001981
245,46966.9,0.21023,0.13732,0.7991,0.99942,0.9986,0.995,0.97645,0.24577,0.13295,0.79734,0.0001948,0.0001948,0.0001948
246,47132,0.20767,0.14238,0.80252,0.99928,0.9986,0.995,0.97537,0.24438,0.13326,0.79694,0.0001915,0.0001915,0.0001915
247,47313.3,0.21095,0.13898,0.7985,0.99915,0.99823,0.995,0.97619,0.23936,0.13241,0.79602,0.0001882,0.0001882,0.0001882
248,47526.5,0.21206,0.14211,0.79576,0.99753,0.99952,0.995,0.97455,0.24312,0.13455,0.79682,0.0001849,0.0001849,0.0001849
249,47767.1,0.20834,0.14068,0.79996,0.99752,0.99953,0.995,0.97607,0.24272,0.13469,0.79674,0.0001816,0.0001816,0.0001816
250,48019,0.20356,0.1366,0.79838,0.99852,0.99953,0.995,0.97562,0.24483,0.13459,0.79745,0.0001783,0.0001783,0.0001783
251,48259.1,0.20719,0.13928,0.79964,0.99911,0.99953,0.995,0.977,0.23927,0.13278,0.79641,0.000175,0.000175,0.000175
252,48503.5,0.20098,0.13758,0.79797,0.99874,0.99953,0.995,0.9765,0.23733,0.1315,0.79541,0.0001717,0.0001717,0.0001717
253,48756.6,0.20584,0.13988,0.80333,0.99901,0.99953,0.995,0.97939,0.23269,0.12991,0.7936,0.0001684,0.0001684,0.0001684
254,49029,0.20309,0.13941,0.80237,0.99861,0.99911,0.995,0.97834,0.2316,0.12995,0.79323,0.0001651,0.0001651,0.0001651
255,49259,0.19913,0.13796,0.79806,0.99905,0.99841,0.995,0.97807,0.23988,0.13178,0.79562,0.0001618,0.0001618,0.0001618
256,49485.8,0.19923,0.13668,0.79638,0.999,0.99857,0.995,0.97585,0.24116,0.13224,0.79505,0.0001585,0.0001585,0.0001585
257,49672.1,0.1987,0.13397,0.79562,0.9991,0.99953,0.995,0.97832,0.23012,0.1284,0.7918,0.0001552,0.0001552,0.0001552
258,49860.6,0.1936,0.13373,0.78867,0.99926,0.99953,0.995,0.97895,0.22985,0.12924,0.79115,0.0001519,0.0001519,0.0001519
259,50049.8,0.19642,0.13487,0.79233,0.99927,0.99907,0.995,0.97915,0.23158,0.12923,0.79249,0.0001486,0.0001486,0.0001486
260,50220.1,0.18987,0.13124,0.79146,0.99897,0.99846,0.995,0.97949,0.22595,0.12934,0.79122,0.0001453,0.0001453,0.0001453
261,50404.2,0.18911,0.13039,0.79324,0.99953,0.99907,0.995,0.97859,0.23171,0.12861,0.79168,0.000142,0.000142,0.000142
262,50599.1,0.19205,0.13193,0.79192,0.99942,0.99905,0.995,0.97921,0.23266,0.12836,0.79259,0.0001387,0.0001387,0.0001387
263,50783.1,0.19413,0.13366,0.79548,0.99933,0.99842,0.995,0.97879,0.22833,0.12664,0.79196,0.0001354,0.0001354,0.0001354
264,50952.1,0.19922,0.13496,0.79995,0.9992,0.99827,0.995,0.97926,0.22781,0.12846,0.7914,0.0001321,0.0001321,0.0001321
265,51136.2,0.19538,0.13385,0.79226,0.99877,0.9986,0.995,0.97927,0.22704,0.12718,0.79159,0.0001288,0.0001288,0.0001288
266,51338.5,0.19929,0.13483,0.7971,0.99887,0.9986,0.995,0.97909,0.22306,0.1252,0.79083,0.0001255,0.0001255,0.0001255
267,51527.1,0.19115,0.13309,0.79467,0.99904,0.99854,0.995,0.97864,0.22363,0.12615,0.79105,0.0001222,0.0001222,0.0001222
268,51724.8,0.19371,0.13265,0.79889,0.99905,0.99852,0.995,0.97854,0.22788,0.12682,0.79169,0.0001189,0.0001189,0.0001189
269,51920.7,0.19147,0.12974,0.79607,0.99901,0.99885,0.995,0.97865,0.22829,0.1282,0.79129,0.0001156,0.0001156,0.0001156
270,52132,0.1913,0.12913,0.79528,0.99881,0.9987,0.995,0.97944,0.22414,0.12634,0.7904,0.0001123,0.0001123,0.0001123
271,52316.8,0.18938,0.13117,0.79236,0.99964,0.99847,0.995,0.98014,0.21805,0.12366,0.78836,0.000109,0.000109,0.000109
272,52509.1,0.19183,0.13147,0.79764,0.99947,0.99834,0.995,0.98027,0.21556,0.12384,0.78774,0.0001057,0.0001057,0.0001057
273,52713.1,0.18916,0.13157,0.79221,0.99898,0.99799,0.995,0.98126,0.21519,0.12218,0.78772,0.0001024,0.0001024,0.0001024
274,52917.5,0.18988,0.13313,0.79305,0.99878,0.99793,0.995,0.9804,0.21863,0.12393,0.78903,9.91e-05,9.91e-05,9.91e-05
275,53103.4,0.18515,0.13046,0.78665,0.99881,0.99767,0.995,0.98022,0.21651,0.12288,0.7887,9.58e-05,9.58e-05,9.58e-05
276,53274.7,0.18913,0.12787,0.79672,0.99876,0.99774,0.995,0.98031,0.21758,0.12333,0.78858,9.25e-05,9.25e-05,9.25e-05
277,53468.4,0.18701,0.12535,0.79418,0.99926,0.9986,0.995,0.98093,0.21758,0.12452,0.78851,8.92e-05,8.92e-05,8.92e-05
278,53634.2,0.17586,0.12358,0.78693,0.99894,0.9986,0.995,0.98187,0.21176,0.12184,0.78713,8.59e-05,8.59e-05,8.59e-05
279,53846,0.18268,0.12525,0.79657,0.99866,0.99877,0.995,0.98333,0.2092,0.12106,0.78616,8.26e-05,8.26e-05,8.26e-05
280,54047.7,0.18536,0.12825,0.79716,0.99948,0.99903,0.995,0.98258,0.21163,0.12186,0.78622,7.93e-05,7.93e-05,7.93e-05
281,54255,0.17924,0.12319,0.78973,0.99949,0.99953,0.995,0.98099,0.21868,0.12416,0.78806,7.6e-05,7.6e-05,7.6e-05
282,54440.3,0.18551,0.12772,0.79727,0.99959,0.99938,0.995,0.9818,0.21318,0.12101,0.7873,7.27e-05,7.27e-05,7.27e-05
283,54625.6,0.18075,0.12457,0.78912,0.99937,0.99953,0.995,0.98141,0.20533,0.11904,0.78552,6.94e-05,6.94e-05,6.94e-05
284,54838.3,0.17702,0.1226,0.78812,0.99939,0.99953,0.995,0.98193,0.20867,0.1208,0.78616,6.61e-05,6.61e-05,6.61e-05
285,55032.2,0.18352,0.12696,0.79165,0.9997,0.99953,0.995,0.98176,0.21016,0.12154,0.78648,6.28e-05,6.28e-05,6.28e-05
286,55247.3,0.17864,0.12401,0.7919,0.99952,0.99953,0.995,0.98163,0.21157,0.12041,0.78681,5.95e-05,5.95e-05,5.95e-05
287,55424,0.17536,0.1208,0.79344,0.9983,0.99907,0.995,0.98242,0.20665,0.11889,0.78577,5.62e-05,5.62e-05,5.62e-05
288,55605.6,0.17872,0.12575,0.79403,0.99814,0.99949,0.995,0.98233,0.20724,0.11856,0.78582,5.29e-05,5.29e-05,5.29e-05
289,55799.8,0.17888,0.12383,0.79205,0.99824,0.99905,0.995,0.98203,0.20585,0.11982,0.7858,4.96e-05,4.96e-05,4.96e-05
290,55991.2,0.17525,0.12167,0.79245,0.99827,0.99896,0.995,0.98061,0.21018,0.12025,0.78653,4.63e-05,4.63e-05,4.63e-05
291,56220.2,0.2851,0.15832,0.81812,0.99734,0.99911,0.995,0.98078,0.21101,0.1218,0.78771,4.3e-05,4.3e-05,4.3e-05
292,56418.5,0.2534,0.14454,0.80041,0.99868,0.99891,0.995,0.97976,0.21751,0.12478,0.78796,3.97e-05,3.97e-05,3.97e-05
293,56610.9,0.24679,0.14096,0.80052,0.99832,0.99813,0.995,0.98009,0.22208,0.12525,0.7889,3.64e-05,3.64e-05,3.64e-05
294,56926.6,0.24094,0.14103,0.80554,0.99884,0.99908,0.995,0.9811,0.2145,0.1226,0.7872,3.31e-05,3.31e-05,3.31e-05
295,57205.2,0.23608,0.13624,0.79258,0.99897,0.99949,0.995,0.98286,0.21028,0.12117,0.78594,2.98e-05,2.98e-05,2.98e-05
296,57489.1,0.22622,0.13303,0.79717,0.99905,0.99944,0.995,0.98299,0.20991,0.12023,0.78527,2.65e-05,2.65e-05,2.65e-05
297,57706.1,0.23036,0.13349,0.79848,0.99906,0.99946,0.995,0.9835,0.20846,0.12037,0.7853,2.32e-05,2.32e-05,2.32e-05
298,57913.4,0.22512,0.13192,0.78788,0.9988,0.99953,0.995,0.98316,0.20391,0.11861,0.7841,1.99e-05,1.99e-05,1.99e-05
299,58097.9,0.21939,0.13022,0.79209,0.99947,0.99943,0.995,0.98446,0.20266,0.11828,0.78349,1.66e-05,1.66e-05,1.66e-05
300,58302.4,0.22377,0.13149,0.79301,0.99938,0.99953,0.995,0.98502,0.19916,0.11803,0.7828,1.33e-05,1.33e-05,1.33e-05
